P(topic 1),P(topic 2)
0.03018499182712174,0.9698150081728781
0.024180081228532668,0.9758199187714673
0.02482654617255118,0.9751734538274488
0.036455052512577364,0.9635449474874226
0.021100199460895825,0.9788998005391042
0.024467353519658702,0.9755326464803412
0.02379647723159454,0.9762035227684054
0.02486951104198875,0.9751304889580112
0.02473872070384109,0.9752612792961589
0.02530183905806511,0.974698160941935
0.03151514929476604,0.9684848507052338
0.025533931225035677,0.9744660687749642
0.02949335244798563,0.9705066475520144
0.026451345411401598,0.9735486545885983
0.020470829576245728,0.9795291704237542
0.02690642124528663,0.9730935787547134
0.026455669860336855,0.9735443301396631
0.021763808692233984,0.9782361913077661
0.02269507320818261,0.9773049267918174
0.021641979250331272,0.9783580207496687
0.04293836491699913,0.9570616350830008
0.03112415664664809,0.968875843353352
0.03125883052252687,0.968741169477473
